# sha256 + mtime (UTC) of every stage binary present on A (conaredb-l96-a), collected 2026-09-24T06:40:37Z
06aba44144e9c7e728ec1d6f15c7079af072beb84901c6b76eb1d8b20e78924c  2026-09-23 06:50:42  59369592  /home/azureuser/bin6/conaredb-bench
86d99d8359e84eaa2696b15449e49621fee8a19e7b14999159722eb5c08d317f  2026-09-23 06:50:48  37608640  /home/azureuser/bin6/conaredb-server
3826be280b56223d6a5d2273ceb02151c2b264fb5d350a28996f70c28dabfcf2  2026-09-23 07:30:41  59370128  /home/azureuser/bin7/conaredb-bench
aad0756b6871edb9d77f4e31a618e07d030dc855ced4bf709df288a02d4ea5fa  2026-09-23 07:30:31  37609216  /home/azureuser/bin7/conaredb-server
8ad6bca06b6a1dcaf23bcc69aeea7186e557eaa49d4d44d12d4996e12cde1220  2026-09-23 07:38:18  1158  /home/azureuser/bin7/glvl-a.sh
e1a563ec4a38add6b1aad82e471f08203b16c5f7c4aa7894cba9a117a8cda351  2026-09-23 07:56:23  59593880  /home/azureuser/bin8/conaredb-bench
c74e3bd76b9c8bf7d96cd2b90088e8bac5f29a54327561e9fce18760967a019c  2026-09-23 13:07:44  59989584  /home/azureuser/bin8/conaredb-bench-pools
d61dcf5bdd2f9914dfcbfb6075e1136e8d24c210fa968eca81b648351f6fd2d2  2026-09-23 12:42:04  59607192  /home/azureuser/bin8/conaredb-bench-stage
e018eb154b71f1eb1ec27597ceaa7fb5959af7ebfa0edc18eeb2bc7488d4f21b  2026-09-23 07:56:27  19028792  /home/azureuser/bin8/conaredb-import
b016a0ac31e3c4448cf40cf4909e6aa5f4961e8e050024041d5cbda3840f6219  2026-09-23 07:56:45  34396440  /home/azureuser/bin8/conaredb-index-job
bfbd304de25468914807f46e4cd40e9f87f53f1ad15ecd1cb2f5621365afc8b0  2026-09-23 07:57:05  37609240  /home/azureuser/bin8/conaredb-server
0d32192f91e53d5bf0fd46c1a6644d0f6719db2ce283494ee49971322d532245  2026-09-23 08:09:36  1722  /home/azureuser/bin8/global-a2.sh
ace5aa71c642ebf639045bd6d70d755ac1e0910a389f57d475c7ee573be8d76a  2026-09-23 08:24:11  1654  /home/azureuser/bin8/global-a3.sh
a5367f90e80f1a26f4d44abc8951343f9f57b5b3447bbe9f337a2841edad7bc7  2026-09-23 08:25:26  1675  /home/azureuser/bin8/global-a3.sh.receipt
9a8bb67c2018428ca423680c0e2ac4406f8d3e8338cd042e1c9cae3682b20bc5  2026-09-23 08:24:12  1152  /home/azureuser/bin8/glvl-a.sh
b339da442c67f187be467ef57415c091a71095982cc5be68ed6cb6c701ef94c6  2026-09-23 11:53:18  951  /home/azureuser/bin8/r99-a.sh
e018eb154b71f1eb1ec27597ceaa7fb5959af7ebfa0edc18eeb2bc7488d4f21b  2026-09-23 13:17:53  19028792  /home/azureuser/bin9/conaredb-import
b016a0ac31e3c4448cf40cf4909e6aa5f4961e8e050024041d5cbda3840f6219  2026-09-23 13:17:53  34396440  /home/azureuser/bin9/conaredb-index-job
917245aa0771f9e4360b804e3b82df4ce49bdac6cd8c0644f38bb58211ff2e67  2026-09-24 05:49:03  37999200  /home/azureuser/bin9/conaredb-server
cd60f49ae1d2c70a1965415160a577aaff4eb64cfefcd0d19860d0d5ab6f7c89  2026-09-24 00:43:02  39207208  /mnt/nvme/qdrant-10b/s156/conaredb-server-main-c136d6788
917245aa0771f9e4360b804e3b82df4ce49bdac6cd8c0644f38bb58211ff2e67  2026-09-23 23:09:39  37999200  /mnt/nvme/qdrant-10b/s156/conaredb-server.orig-917245aa
